seqName,errors,warnings,failedGenes
"03149","","",""
"NT45","","",""
"NT19","","",""
"NT20","","",""
"060/GD/China/2009","","",""
"210/GD/China/2010","","",""
"SHAPHC49T/SH/CHN/08","","",""
"SHAPHC79T/SH/CHN/08","","",""
"SHAPHC398F/SH/CHN/09","","",""
"SHAPHC363T/SH/CHN/09","","",""
"N-384A","","",""
"N-471A","","",""
"N-507","","",""
"N-845A","","",""
"Hangzhou-23-2011","","",""
"14/EV71/YN/CHN/2010","","",""
"G288-927F/HeN/CHN/2009","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"HeB-310/HeB/CHN/2010","","",""
"PM-10749-99","","",""
"PM-25405-03","","",""
"PM-15774-00","","",""
"PM-33034-05","","",""
"PM-32286-05","","",""
"PM-2219140-08","","",""
"PM-20045-01","","",""
"1-YN-CHN-2009","","",""
"MP4","Unable to align: no seed matches","","<<ALL>>"
"GD08EV027","","",""
"GD08EV017","","",""
"GD09EV421","","",""
"GD09EV346","","",""
"GD09EV339","","",""
"GD09EV311","","",""
"GD09EV304","","",""
"GD09EV292","","",""
"GD09EV282","","",""
"GD09EV162","","",""
"GD09EV062","","",""
"GD09EV028","","",""
"GD09EV026","","",""
"GD09EV590","","",""
"GD09EV582","","",""
"GD09EV574","","",""
"2010-EV71-790-2010","","",""
"2010-EV71-386-2010","","",""
"2010-EV71-261-2010","","",""
"2010-EV71-127-2010","","",""
"2010-EV71-77-2010","","",""
"R22T","","",""
"Nj001-JS-CHN2010","","",""
"Nj051-JS-CHN2010","","",""
"Nj086-JS-CHN2010","","",""
"Nj093-JS-CHN2010","","",""
"Nj115-JS-CHN2010","","",""
"Nj187-JS-CHN2010","","",""
"EV71/Ningbo.CHN/116/2009","","",""
"EV71/Ningbo.CHN/044/2010","","",""
"EV71/Yuyao.CHN/231/2010","","",""
"EV71/Yuyao.CHN/467/2010","","",""
"EV71/Yuyao.CHN/182/2010","","",""
"Cixi.CHN/106/2010","","",""
"Cixi.CHN/136/2010","","",""
"Cixi.CHN/285/2010","","",""
"Yuyao.CHN/461/2010","","",""
"Cixi.CHN/209/2010","","",""
"NJ03/JS/CHN/2010","","",""
"C2/EV71/182/PHL/2005","","",""
"Zhenjiang201007","","",""
"Zhenjiang201009","","",""
"SCDC02","","",""
"SCDC04","","",""
"SCDC012010","","",""
"SCDC102010","","",""
"SCDC092011","","",""
"2027","","",""
"C22641","","",""
"Shanghai10-MH702","","",""
"Shanghai10-QP1","","",""
"Shanghai08-81V2","","",""
"Q1EV","","",""
"XF1","","",""
"XF3","","",""
"HuN09-1","","",""
"HuN10-7","","",""
"2008-02","","",""
"2008-06","","",""
"2009-02","","",""
"2009-12","","",""
"2010-05","","",""
"2010-06","","",""
"2010-13","","",""
"26M/AUS/4/99/GuaR2","Unable to align: no seed matches","","<<ALL>>"
"GD-DG2011-9","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"AS159-2011","","",""
"QN4-2011","","",""
"TR52-2011","","",""
"GY538-2010","","",""
"2BJ-2010","","",""
"32BJ-2010","","",""
"41BJ-2010","","",""
"51BJ-2010","","",""
"51-2BJ-2010","","",""
"59AS-2010","","",""
"10TR-2010","","",""
"28QXN-2010","","",""
"94AS-2010","","",""
"87QDN-2010","","",""
"90QDN-2010","","",""
"40-2008","","",""
"SDLY11","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"TJ2010-EV71-44","","",""
"201101","","",""
"201001","","",""
"NC406/NC/CHN/2012","","",""
"EV71-CHZHOU2011-0721","","",""
"N1745-TW08/VP1-E145Q","Unable to align: no seed matches","","<<ALL>>"
"N7008-TW99/VP1-E98K+Q145E","Unable to align: no seed matches","","<<ALL>>"
"13HF119/QD/2013/EV71","","",""
"13HF121/QD/2013/EV71","","",""
"13HS117/QD/2013/EV71","","",""
"05/SHENZHEN/12/China/HFMDsevere/2012","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"08/SHENZHEN/12/China/HFMDfatal/2012","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"230/SHENZHEN/12/China/HFMDmild/2012","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"75-Yamagata-03","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"BJ14-7","","",""
"BJ14-17","","",""
"C5-013S-2009_Vietnam_BinhDuong_2009-04-15","","",""
"C5-016TS-2009_Vietnam_HoChiMinh_2009-04-16","","",""
"C5-040S-2009_Vietnam_HoChiMinh_2009-04-27","","",""
"C4-041-2006_Vietnam_NinhThuan_2006-03-15","","",""
"C5-048-2006_Vietnam_NinhThuan_2006-03-15","","",""
"C5-072-2006_Vietnam_KienGiang_2006-03-15","","",""
"C5-083-2006_Vietnam_KienGiang_2006-03-15","","",""
"C5-089S-2012_Vietnam_DongNai_2012-01-06","","",""
"C5-109S-2009_Vietnam_HoChiMinh_2009-07-07","","",""
"C5-10S-2008_Vietnam_DongNai_2008-03-15","","",""
"C4-1154TS-2011_Vietnam_DongNai_2011-08-29","","",""
"C5-122S-2009_Vietnam_BinhDuong_2009-12-06","","",""
"C4-128P-2013_Vietnam_VinhLong_2013-03-14","","",""
"C4-130TS-2011_Vietnam_HoChiMinh_2011-05-30","","",""
"C4-150TS-2011_Vietnam_TienGiang_2011-05-31","","",""
"C4-1738TS-2011_Vietnam_DakLak_2011-10-07","","",""
"C4-1742TS-2011_Vietnam_BinhPhuoc_2011-10-06","","",""
"C5-1763TS-2011_Vietnam_AnGiang_2011-10-07","","",""
"C5-18-2007_Vietnam_KhanhHoa_2007-01-03","","",""
"C4-1905TS-2011_Vietnam_AnGiang_2011-10-31","","",""
"C4-193TS-2011_Vietnam_HoChiMinh_2011-06-06","","",""
"C5-209-2006_Vietnam_KienGiang_2006-04-15","","",""
"C4-223TS-2011_Vietnam_HoChiMinh_2011-06-10","","",""
"C5-234-2006_Vietnam_KhanhHoa_2006-04-15","","",""
"C4-239TS-2011_Vietnam_HoChiMinh_2011-06-15","","",""
"C5-264S-2010_Vietnam_BaRia_2010-03-28","","",""
"C4-27S-2011_Vietnam_HoChiMinh_2011-04-15","","",""
"C4-310TS-2011_Vietnam_HoChiMinh_2011-06-22","","",""
"C4-31S-2011_Vietnam_HoChiMinh_2011-04-21","","",""
"C4-341TS-2012_Vietnam_AnGiang_2012-04-28","","",""
"C5-345S-2005_Vietnam_HoChiMinh_2005-10-05","","",""
"C5-352S-2003_Vietnam_BinhThuan_2003-09-15","","",""
"C5-357VS-2003_Vietnam_HoChiMinh_2003-09-15","","",""
"C5-374S-2003_Vietnam_HoChiMinh_2003-09-15","","",""
"C5-374TS-2003_Vietnam_HoChiMinh_2003-09-15","","",""
"B5-384P-2013_Vietnam_BenTre_2013-05-24","","",""
"C4-38S-2011_Vietnam_BinhDuong_2011-04-28","","",""
"C4-45S-2011_Vietnam_DongNai_2011-05-07","","",""
"C5-472S-2010_Vietnam_DongNai_2010-05-30","","",""
"C4-504TS-2011_Vietnam_DongNai_2011-07-11","","",""
"C4-505TS-2011_Vietnam_HoChiMinh_2011-07-11","","",""
"B5-535P-2013_Vietnam_AnGiang_2013-08-28","","",""
"C4-5540V-2005_Vietnam_HoChiMinh_2005-03-10","","",""
"C5-558S-2004_Vietnam_BenTre_2004-05-11","","",""
"C4-560TS-2011_Vietnam_DaNang_2011-07-13","","",""
"C4-5718S-2005_Vietnam_HoChiMinh_2005-05-09","","",""
"C5-62TS-2007_Vietnam_DongNai_2007-09-15","","",""
"C5-651S-2004_Vietnam_HoChiMinh_2004-11-11","","",""
"C4-665S-2011_Vietnam_DongNai_2011-07-20","","",""
"C5-667S-2004_Vietnam_BenTre_2004-12-11","","",""
"B5-682P-2013_Vietnam_AnGiang_2013-11-17","","",""
"B5-701P-2013_Vietnam_VinhLong_2013-11-26","","",""
"B5-702P-2013_Vietnam_VinhLong_2013-11-26","","",""
"C4-725TS-2011_Vietnam_BenTre_2011-07-25","","",""
"B5-805S-2012_Vietnam_AnGiang_2012-09-10","","",""
"C5-81TS-2011_Vietnam_BinhDuong_2011-05-23","","",""
"B5-855S-2012_Vietnam_AnGiang_2012-09-24","","",""
"C4-885TS-2011_Vietnam_BinhPhuoc_2011-08-09","","",""
"C4-910TS-2011_Vietnam_TienGiang_2011-08-07","","",""
"C4-913TS-2011_Vietnam_BinhDuong_2011-08-08","","",""
"C5-98TS-2008_Vietnam_HoChiMinh_2008-06-15","","",""
"SHAPHC5218/SH/CHN/14","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"SHAPHC5287/SH/CHN/14","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"SHAPHC5307/SH/CHN/14","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"SHAPHC5432/SH/CHN/14","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"SEP024","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"SiICRC16/TH/2011","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"FL13073T/AH/CHN/2013","","",""
"SHEV2012-017","","",""
"SHEV2012-018","","",""
"SHEV2012-026","","",""
"SHEV2012-JW13","","",""
"SHEV2013-006","","",""
"SHEV2013-009","","",""
"SHEV2013-015","","",""
"SHEV2014-022","","",""
"SHEV2014-024","","",""
"SHEV2014-032","","",""
"SHEV2014-905","","",""
"SHEV2014-906","","",""
"SHEV2014-924","","",""
"SHEV2014-JW14","","",""
"SHEV2014-JW16","","",""
"SHEV2014-JW22","","",""
"SHEV2014-JW34","","",""
"SHEV2015-933","","",""
"SHEV2015-941","","",""
"SHEV2016-030","","",""
"SHEV2016-051","","",""
"SHEV2016-052","","",""
"SHEV2014-929","","",""
"SHEV2014-946","","",""
"SHEV2014-JW12","","",""
"SHEV2015-934","","",""
"SHEV2015-936","","",""
"EV71_Indonesia_S6_2016","","",""
"EV71_Indonesia_S4_2016","","",""
"SJZ2010-0218T/HeB/CHN/2010","","",""
"EV71-HuB-E22-2014","","",""
"EV71-HuB-E18-2014","","",""
"EV71-HuB-E26-2014","","",""
"EV71-HuB-E15-2015","","",""
"2015g03","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"EV71/JX/13-1/2008","","",""
"EV71/GZ.JX/R76-3/2009","","",""
"EV71/JDZ.JX/96-1/2009","","",""
"EV71/JA.JX/98/2009","","",""
"EV71/NC.JX/R314/2010","","",""
"EV71/YC.JX/R368/2010","","",""
"EV71/GZ.JX/R611-1/2010","","",""
"EV71/YC.JX/R889/2010","","",""
"EV71/NC.JX/R942/2010","","",""
"EV71/JX/1210/2010","","",""
"5215VP1/PL20/2016","","",""
"31170202","Unable to align: no seed matches","","<<ALL>>"
"SI/Isehara/Japan/99","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"C7/Osaka/Japan/97","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"A8/YN/CHN/2014","","",""
"A14/YN/CHN/2014","","",""
"A41/YN/CHN/2014","","",""
"A080/YN/CHN/2014","","",""
"A207/YN/CHN/2014","","",""
"C21/YN/CHN/2014","","",""
"D20/YN/CHN/2014","","",""
"L6/YN/CHN/2014","","",""
"L8/YN/CHN/2014","","",""
"L10/YN/CHN/2014","","",""
"M24/YN/CHN/2014","","",""
"M092/YN/CHN/2014","","",""
"M129/YN/CHN/2014","","",""
"M131/YN/CHN/2014","","",""
"M150/YN/CHN/2014","","",""
"A134-YN-CHN-2015","","",""
"C17-YN-CHN-2015","","",""
"C55-YN-CHN-2015","","",""
"K38-YN-CHN-2015","","",""
"K48-YN-CHN-2015","","",""
"A16-YN-CHN-2016","","",""
"A33-YN-CHN-2016","","",""
"A36-YN-CHN-2016","","",""
"C43-YN-CHN-2016","","",""
"C86-YN-CHN-2016","","",""
"D108-YN-CHN-2016","","",""
"D114-YN-CHN-2016","","",""
"D190-YN-CHN-2016","","",""
"D191-YN-CHN-2016","","",""
"D208-YN-CHN-2016","","",""
"I13-YN-CHN-2016","","",""
"I48-YN-CHN-2016","","",""
"J9-YN-CHN-2016","","",""
"J56-YN-CHN-2016","","",""
"J107-YN-CHN-2016","","",""
"J174-YN-CHN-2016","","",""
"R40-YN-CHN-2016","","",""
"R53-YN-CHN-2016","","",""
"A48-YN-CHN-2017","","",""
"A51-YN-CHN-2017","","",""
"B68-YN-CHN-2017","","",""
"H20-YN-CHN-2017","","",""
"J28-YN-CHN-2017","","",""
"J32-YN-CHN-2017","","",""
"J58-YN-CHN-2017","","",""
"J80-YN-CHN-2017","","",""
"N7-YN-CHN-2017","","",""
"N384-Sendai-2012","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"56-Yamagata-2007","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"N377-Sendai-2012","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"15NHP105","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"16NHP373","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"16NHP462","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"UNKNOWN-LQ840035","Unable to align: no seed matches","","<<ALL>>"
"CF097017","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"GRE29","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"EV-A71-C2-TUN-2014-E55","","",""
"CAE-CEN-BIY-146-08","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"R6_TUN","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"A069_GX_2013","","",""
"270-1_GX_2012","","",""
"190-3_GX_2012","","",""
"110-2_GX_2012","","",""
"110-1_GX_2012","","",""
"058-1_GX_2012","","",""
"093-3_GX_2012","","",""
"533_GX_2014","","",""
"541_GX_2015","","",""
"557_GX_2014","","",""
"567_GX_2014","","",""
"EV71/SZ17/CHN/2013","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"R186/YN/CHN/2009","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"KW24/YN/CHN/2012","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"RW40/YN/CHN/2012","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"RW46/YN/CHN/2012","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"15-355","Unable to align: no seed matches","","<<ALL>>"
"DK16-05","Unable to align: no seed matches","","<<ALL>>"
"MS/7423/87","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"Fangzi/434/SD/CHN/2017/EV71","","",""
"Shouguang/144/SD/CHN/2016/EV71","","",""
"Hanting/219/SD/CHN/2016/EV71","","",""
"Hanting/53/SD/CHN/2015/EV71","","",""
"Anqiu/91/SD/CHN/2014/EV71","","",""
"MRT-14-250","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"TW-01641-2005","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"TW-70389-2008","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"TW-96050-2010","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"TW-01744-2012","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"TW-50490-2012","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"TW-50995-2012","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"EV71_VP1_THA/CU2522/2017","","",""
"EV71_VP1_THA/CU2523/2017","","",""
"EV71_VP1_THA/CU2545/2017","","",""
"EV71_VP1_THA/CU2570/2017","","",""
"EV71_VP1_THA/CU2589/2017","","",""
"EV71_VP1_THA/CU2602/2017","","",""
"EV71_VP1_THA/CU2611/2017","","",""
"EV71_VP1_THA/CU2621/2017","","",""
"EV71_VP1_THA/CU2633/2017","","",""
"EV71_VP1_THA/CU2637/2017","","",""
"EV71_VP1_THA/CU2675/2017","","",""
"EV71_VP1_THA/CU2713/2017","","",""
"EV71_VP1_THA/CU2714/2017","","",""
"EV71_VP1_THA/CU2722/2017","","",""
"EV71_VP1_THA/CU2734/2017","","",""
"EV71_VP1_THA/CU2755/2017","","",""
"EV71_VP1_THA/CU2760/2017","","",""
"EV71_VP1_THA/CU2764/2017","","",""
"EV71_VP1_THA/CU2766/2017","","",""
"EV71_VP1_THA/CU2801/2017","","",""
"EV71_VP1_THA/CU2828/2017","","",""
"EV71_VP1_THA/CU2836/2017","","",""
"EV71_VP1_THA/CU2847/2017","","",""
"EV71_VP1_THA/CU2860/2017","","",""
"EV71_VP1_THA/CU2869/2017","","",""
"20785_SP_APR16_AV","Unable to align: no seed matches","","<<ALL>>"
"25384_SP_MAY16_B","Unable to align: no seed matches","","<<ALL>>"
"25992_AND_MAY16","Unable to align: no seed matches","","<<ALL>>"
"26225_SP_MAY16_B","Unable to align: no seed matches","","<<ALL>>"
"26227_SP_MAY16_B","Unable to align: no seed matches","","<<ALL>>"
"26273_SP_MAY16_B","Unable to align: no seed matches","","<<ALL>>"
"27211_SP_MAY16_B","Unable to align: no seed matches","","<<ALL>>"
"27457_SP_MAY16_M","Unable to align: no seed matches","","<<ALL>>"
"28494_SP_MAY16_M","Unable to align: no seed matches","","<<ALL>>"
"29639_SP_JUN16_BU","Unable to align: no seed matches","","<<ALL>>"
"30050_SP_JUN16_BU","Unable to align: no seed matches","","<<ALL>>"
"33707_SP_JUN16_B","Unable to align: no seed matches","","<<ALL>>"
"33710_SP_JUN16_B","Unable to align: no seed matches","","<<ALL>>"
"35673_SP_JUN16_CC","Unable to align: no seed matches","","<<ALL>>"
"35690_SP_JUL16_A","Unable to align: no seed matches","","<<ALL>>"
"35991_SP_JUN16_MU","Unable to align: no seed matches","","<<ALL>>"
"37391_SP_JUL16_M","Unable to align: no seed matches","","<<ALL>>"
"37676_SP_JUL16_S","Unable to align: no seed matches","","<<ALL>>"
"37793_SP_JUL16_TO","Unable to align: no seed matches","","<<ALL>>"
"38461_SP_JUN16_PO","Unable to align: no seed matches","","<<ALL>>"
"47114_SP_JUL16_B","Unable to align: no seed matches","","<<ALL>>"
"57556_SP_JUN16_Z","Unable to align: no seed matches","","<<ALL>>"
"59083_SP_JUN16_B","Unable to align: no seed matches","","<<ALL>>"
"60110_SP_DEC16_M","Unable to align: no seed matches","","<<ALL>>"
"47195","","",""
"47503","","",""
"48411","","",""
"42805","","",""
"37107","","",""
"992283","","",""
"47005","","",""
"37093","","",""
"37089","","",""
"48920","","",""
"46780","","",""
"993082","","",""
"992314","","",""
"43236","","",""
"46921","","",""
"45581","","",""
"43856","","",""
"4N","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"T12_Nantong/2009_","","",""
"NJ066S_Nanjing/2010_","","",""
"NJ073S_Nanjing/2010_","","",""
"E311_Suzhou/2013_","","",""
"B050_Wuxi/2015_","","",""
"Z064_Suzhou/2015_","","",""
"E531_Suzhou/2012_","","",""
"100-p36-T3","Unable to align: no seed matches","","<<ALL>>"
"101-p0","Unable to align: no seed matches","","<<ALL>>"
"101-p12","Unable to align: no seed matches","","<<ALL>>"
"101-p31-T1","Unable to align: no seed matches","","<<ALL>>"
"003TS/NHP","","",""
"009TS/NHP","","",""
"027RS/NHP","","",""
"115TS/NHP","","",""
"226RS/NHP","","",""
"231TS/NHP","","",""
"435TS/NHP","","",""
"449TS/NHP","","",""
"455TS/NHP","","",""
"459RS/NHP","","",""
"474TS/NHP","","",""
"EVH020RS/NHP","","",""
"EV71-6/SZLG/2017","","",""
"EV71-23/SZLG/2017","","",""
"EV71/sHFMD12/Shenzhen/2015","","",""
"EV71/sHFMD04/Shenzhen/2016","","",""
"B5-3","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5-6","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5-11","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5-12","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5-16","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5-35","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5-38","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5-43","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5-44","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5-52","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5-57","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5-58","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5-59","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5-63","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5-69","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5-75","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5-78","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5-88","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5-89","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5-91","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5-94","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5-95","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5-106","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5-110","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5-119","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"B5-130","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"S104a","","",""
"S1226a","","",""
"S2544B","","",""
"S937B","","",""
"S1675B","","",""
"S2029b","","",""
"S3071a","","",""
"S2578a","","",""
"S2301a","","",""
"S2735B","","",""
"S2468a","","",""
"EVA71/JN436/CHN/2018","","",""
"EVA71/JN167/CHN/2018","","",""
"K17245","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"0070_WZH_GX_CHN_2017","","",""
"0094_WZH_GX_CHN_2017","","",""
"0124_WZH_GX_CHN_2017","","",""
"0263_WZH_GX_CHN_2017","","",""
"0486_WZH_GX_CHN_2017","","",""
"NPEV15-02-101","","",""
"NPEV15-03-093","","",""
"36164/MV/DE/2013","","",""
"40669/MV/DE/2013","","",""
"51105/NW/DE/2018","","",""
"51661/BE/DE/2018","","",""
"51781/HH/DE/2018","","",""
"53289/BW/DE/2019","","",""
"53370/NW/DE/2019","","",""
"990037/NI/DE/2019","","",""
"990616/NI/DE/2018","","",""
"1217F1EVA71","","",""
"1356Y1EVA71","","",""
"1505Y1EVA71","","",""
"3105Y1EVA71","","",""
"3190G1EVA71","","",""
"3200F1EVA71","","",""
"3234F1EVA71","","",""
"7265G1EVA71","","",""
"7352F1EVA71","","",""
"7548F1EVA71","","",""
"7622Y1EVA71","","",""
"7911Y1EVA71","","",""
"413-C1/YN/CHN/2016","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"USA/2018-23298","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"TLLbeta","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"206/YN/2008AFP/","","",""
"171/YN/2011AFP/","","",""
"20/YN/2013AFP/","","",""
"67/YN/2013AFP/","","",""
"78/YN/2013AFP/","","",""
"242/YN/2014AFP/","","",""
"97/YN/2015AFP/","","",""
"96/YN/2017AFP/","","",""
"No.F10","","",""
"No.F9","","",""
"No.F7","","",""
"No.31","","",""
"No.5","","",""
"JX2009-28-2-EV71","","",""
"JX2010-3-EV71","","",""
"JX2013-237-EV71","","",""
"JX2014-397-EV71","","",""
"JX2016-1432-EV71","","",""
"No.F4","Unable to align: no seed matches","","<<ALL>>"
"F6","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"2019-EV-A71-431","","",""
"2019-EV-A71-1060","","",""
"2019-EV-A71-R398","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"2019-EV-A71-R798","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"EV71-TW-4015-2019","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"EV71-TW-2792-2002","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"SK-EV006/Malaysia97","","",""
"V-4014/EV71/Kanagawa/1983","Unable to align: no seed matches","","<<ALL>>"
"V-4083/EV71/Kanagawa/1983","Unable to align: no seed matches","","<<ALL>>"
"V-8413/EV71/Kanagawa/1989","Unable to align: no seed matches","","<<ALL>>"
"K211/Hiroshima/95","","",""
"SRC345/Hiroshima/01","","",""
"2716-Yamagata-03","","",""
"957-Yamagata-99","","",""
"962-Yamagata-00","","",""
"946-Yamagata-03","","",""
"Y97-1055","","",""
"1571-Yamagata-07","","",""
"1667-Yamagata-07","","",""
"1693-Yamagata-07","","",""
"1827-Yamagata-07","","",""
"1134","","",""
"10866","","",""
"11130","","",""
"16949","","",""
"9811","","",""
"12991","","",""
"3948","","",""
"5640","","",""
"13108","","",""
"14830","","",""
"6542","","",""
"9559","","",""
"9964","","",""
"1906","","",""
"2223","","",""
"2527","","",""
"2656","","",""
"2769","","",""
"2788","","",""
"3890","","",""
"3973","","",""
"11471","Unable to align: no seed matches","","<<ALL>>"
"13459","Unable to align: no seed matches","","<<ALL>>"
"8304","Unable to align: no seed matches","","<<ALL>>"
"4236","Unable to align: no seed matches","","<<ALL>>"
"451","Unable to align: no seed matches","","<<ALL>>"
"1034","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"OC547-10","","",""
"02363-Thai-02","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"EV71/Okinawa/173/2010","","",""
"EV71/Okinawa/239/2010","","",""
"EV71/Ishigaki/223/2013","","",""
"1232-Yamagata-2003","","",""
"2035-Yamagata-2003","","",""
"1586-Yamagata-2003","","",""
"1766-Yamagata-2003","","",""
"1899-Yamagata-2003","","",""
"148-Yamagata-2010","","",""
"1701-Yamagata-2012","","",""
"1766-Yamagata-2012","","",""
"2049-Yamagata-2012","","",""
"2457-Yamagata-2012","","",""
"1499-Yamagata-2013","","",""
"7968-PA-87","","",""
"7628-PA-87","","",""
"1919-NM-94","","",""
"9978-TX-89","","",""
"2235-NY-77","","",""
"2239-NY-77","","",""
"2260-CA-86","","",""
"0614-MAA-97A3","","",""
"0754-MAA-97262D","","",""
"2304-MAA-97","","",""
"0756-MAA-97","","",""
"9323-TX-89","","",""
"1110-MAA-97","","",""
